Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Customer City,Customer Country,Customer Zipcode,Latitude,Longitude,Market,Order City,Order Country,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,order_date,order_time,shipping_date,shipping_time,processing_time,shipment_status,order city latitude,order city longitude,distance,multiplier,approx_time,transit_time,effective_delivery_time
2,1,Late delivery,1,Howell,EE. UU.,48843.0,42.60770416,-83.93352509,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,2016-01-13,12:36:00,2016-01-15,12:36:00,2,On time,30.22,78.78,11726.31184627876,0.5,5863.1559,2,4
2,1,Late delivery,1,Howell,EE. UU.,48843.0,42.60770416,-83.93352509,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,2016-01-13,12:36:00,2016-01-15,12:36:00,2,On time,26.783,84.3018,12205.500721855498,0.5,6102.7504,2,4
2,1,Late delivery,1,Howell,EE. UU.,48843.0,42.60770416,-83.93352509,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,2016-01-13,12:36:00,2016-01-15,12:36:00,2,On time,25.9823,86.6662,12327.539224135557,0.5,6163.7696,2,4
2,1,Late delivery,1,Fairfield,EE. UU.,94533.0,38.25131607,-122.0456543,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,CLOSED,Team Golf St. Louis Cardinals Putter Grip,24.98999977,First Class,2016-01-02,14:33:00,2016-01-04,14:33:00,2,On time,11.1085,77.3411,14168.141486425438,0.5,7084.0707,2,4
2,1,Late delivery,1,Morrisville,EE. UU.,19067.0,25.91908455,-97.47012329,Pacific Asia,Saharanpur,India,South Asia,Uttar Pradesh,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2016-02-23,19:44:00,2016-02-25,19:44:00,2,On time,29.964,77.546,13778.527830246603,0.5,6889.2639,2,4
2,1,Late delivery,1,Long Beach,EE. UU.,90805.0,33.56687927,-117.7633209,Pacific Asia,Panihati,India,South Asia,Bengala Occidental,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,2015-11-19,00:36:00,2015-11-21,00:36:00,2,On time,22.69,88.37,13174.592759456484,0.5,6587.2964,2,4
2,1,Late delivery,1,San Bernardino,EE. UU.,92410.0,34.11592865,-117.2950821,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2016-01-30,07:30:00,2016-02-01,07:30:00,2,On time,12.9789,77.5917,14546.720559026387,0.5,7273.3603,2,4
2,1,Late delivery,1,Hyattsville,EE. UU.,20783.0,38.96605682,-76.98804474,Pacific Asia,Jaipur,India,South Asia,Rajastán,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,2015-12-08,20:22:00,2015-12-10,20:22:00,2,On time,26.9,75.8,12164.498009669864,0.5,6082.249,2,4
2,1,Late delivery,1,Hyattsville,EE. UU.,20783.0,38.96605682,-76.98804474,Pacific Asia,Jaipur,India,South Asia,Rajastán,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,2015-12-08,20:22:00,2015-12-10,20:22:00,2,On time,23.4313,86.1493,12858.209639725612,0.5,6429.1048,2,4
2,1,Late delivery,1,Salem,EE. UU.,97303.0,44.97959518,-123.0267334,Pacific Asia,Bellary,India,South Asia,Karnataka,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-17,20:13:00,2015-11-19,20:13:00,2,On time,15.1,76.9167,13037.367045411938,0.5,6518.6835,2,4
2,1,Late delivery,1,Howell,EE. UU.,48843.0,42.60770416,-83.93352509,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,2016-01-13,12:36:00,2016-01-15,12:36:00,2,On time,34.09,74.79,11215.986520221242,0.5,5607.9933,2,4
2,1,Late delivery,1,Howell,EE. UU.,48843.0,42.60770416,-83.93352509,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,2016-01-13,12:36:00,2016-01-15,12:36:00,2,On time,30.22,78.78,11726.31184627876,0.5,5863.1559,2,4
2,1,Late delivery,1,Howell,EE. UU.,48843.0,42.60770416,-83.93352509,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,2016-01-13,12:36:00,2016-01-15,12:36:00,2,On time,26.783,84.3018,12205.500721855498,0.5,6102.7504,2,4
2,1,Late delivery,1,Howell,EE. UU.,48843.0,42.60770416,-83.93352509,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,2016-01-13,12:36:00,2016-01-15,12:36:00,2,On time,25.9823,86.6662,12327.539224135557,0.5,6163.7696,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,27.98,74.95,13373.562281474164,0.5,6686.7811,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,25.93,80.8,13719.47624662653,0.5,6859.7381,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,29.75,76.55,13220.752472330696,0.5,6610.3762,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,25.5089,85.1939,13821.342454288966,0.5,6910.6712,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,26.2813,87.1084,13748.882255043873,0.5,6874.4411,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,25.2463,87.038,13863.442512165591,0.5,6931.7213,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,24.6297,85.2249,13919.00662804969,0.5,6959.5033,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,25.3032,87.8623,13860.91117221879,0.5,6930.4556,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,27.98,74.95,13373.562281474164,0.5,6686.7811,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,25.93,80.8,13719.47624662653,0.5,6859.7381,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,29.75,76.55,13220.752472330696,0.5,6610.3762,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,25.5089,85.1939,13821.342454288966,0.5,6910.6712,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,26.2813,87.1084,13748.882255043873,0.5,6874.4411,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,25.2463,87.038,13863.442512165591,0.5,6931.7213,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,24.6297,85.2249,13919.00662804969,0.5,6959.5033,2,4
2,1,Late delivery,1,New Orleans,EE. UU.,70122.0,30.00682259,-90.06139374,Pacific Asia,Fatehpur,India,South Asia,Rajastán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,2015-11-27,12:09:00,2015-11-29,12:09:00,2,On time,25.3032,87.8623,13860.91117221879,0.5,6930.4556,2,4
2,1,Late delivery,1,Las Vegas,EE. UU.,89117.0,36.05503845,-115.1379852,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,CLOSED,Fighting video games,39.75,First Class,2018-01-20,06:40:00,2018-01-22,06:40:00,2,On time,11.1085,77.3411,14609.776481844818,0.5,7304.8882,2,4
2,1,Late delivery,1,Long Beach,EE. UU.,90805.0,33.56687927,-117.7633209,Pacific Asia,Panihati,India,South Asia,Bengala Occidental,CLOSED,Under Armour Women's Ignite Slide,31.98999977,First Class,2015-11-19,00:36:00,2015-11-21,00:36:00,2,On time,22.69,88.37,13174.592759456484,0.5,6587.2964,2,4
2,1,Late delivery,1,Tucson,EE. UU.,85705.0,32.25922394,-110.9718781,Pacific Asia,Jodhpur,India,South Asia,Rajastán,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,2016-02-24,19:33:00,2016-02-26,19:33:00,2,On time,26.28,73.02,13492.091704030394,0.5,6746.0459,2,4
2,1,Late delivery,1,Tucson,EE. UU.,85705.0,32.25922394,-110.9718781,Pacific Asia,Jodhpur,India,South Asia,Rajastán,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,2016-02-24,19:33:00,2016-02-26,19:33:00,2,On time,21.88,70.03,13994.136734365691,0.5,6997.0684,2,4
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.28518677,-66.37059021,Pacific Asia,Jamnagar,India,South Asia,Guyarat,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,2015-12-21,00:33:00,2015-12-25,00:33:00,4,Delayed,22.47,70.07,13461.123106633457,1.0,13461.1231,4,8
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.1464901,-66.54896545,Pacific Asia,Surat,India,South Asia,Guyarat,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,2016-01-23,15:02:00,2016-01-29,15:02:00,6,Delayed,21.1702,72.8311,13795.4339979796,1.0,13795.434,4,10
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,19.88,75.32,14063.603215117815,1.0,14063.6032,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,24.7,84.35,14283.947507930146,1.0,14283.9475,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,27.894,77.369,13570.390304128294,1.0,13570.3903,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.25905418,-66.3705368,Pacific Asia,Bhatinda,India,South Asia,Punyab,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,2015-11-01,21:17:00,2015-11-04,21:17:00,3,On time,30.23,74.9519,13217.605820723076,1.0,13217.6058,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.25905418,-66.3705368,Pacific Asia,Bhatinda,India,South Asia,Punyab,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,2015-11-01,21:17:00,2015-11-04,21:17:00,3,On time,30.23,74.9519,13217.605820723076,1.0,13217.6058,4,7
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.28518677,-66.37059021,Pacific Asia,Jamnagar,India,South Asia,Guyarat,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,2015-12-21,00:33:00,2015-12-25,00:33:00,4,Delayed,22.47,70.07,13461.123106633457,1.0,13461.1231,4,8
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.26667023,-66.37062073,Pacific Asia,Ajmer,India,South Asia,Rajastán,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,2015-12-16,15:06:00,2015-12-19,15:06:00,3,On time,26.4499,74.6399,13500.650820834797,1.0,13500.6508,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.26667023,-66.37062073,Pacific Asia,Ajmer,India,South Asia,Rajastán,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,2015-12-16,15:06:00,2015-12-19,15:06:00,3,On time,26.4499,74.6399,13500.650820834797,1.0,13500.6508,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.26667023,-66.37062073,Pacific Asia,Ajmer,India,South Asia,Rajastán,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,2015-12-16,15:06:00,2015-12-19,15:06:00,3,On time,26.4499,74.6399,13500.650820834797,1.0,13500.6508,4,7
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26149368,-66.0370636,Pacific Asia,Aurangabad,India,South Asia,Maharashtra,PENDING_PAYMENT,Rock music,260.6499939,Standard Class,2018-01-06,19:39:00,2018-01-12,19:39:00,6,Delayed,19.88,75.32,14035.58425148542,1.0,14035.5843,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26149368,-66.0370636,Pacific Asia,Aurangabad,India,South Asia,Maharashtra,PENDING_PAYMENT,Rock music,260.6499939,Standard Class,2018-01-06,19:39:00,2018-01-12,19:39:00,6,Delayed,24.7,84.35,14260.977653186315,1.0,14260.9777,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26149368,-66.0370636,Pacific Asia,Aurangabad,India,South Asia,Maharashtra,PENDING_PAYMENT,Rock music,260.6499939,Standard Class,2018-01-06,19:39:00,2018-01-12,19:39:00,6,Delayed,27.894,77.369,13545.82867677999,1.0,13545.8287,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26521301,-66.03705597,Pacific Asia,Gwalior,India,South Asia,Madhya Pradesh,PENDING_PAYMENT,Fighting video games,39.75,Standard Class,2018-01-22,05:16:00,2018-01-28,05:16:00,6,Delayed,26.2124,78.1772,13738.268279607875,1.0,13738.2683,4,10
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22225571,-66.03704834,Pacific Asia,Jodhpur,India,South Asia,Rajastán,PENDING_PAYMENT,Rock music,260.6499939,Standard Class,2017-11-28,17:04:00,2017-11-30,17:04:00,2,On time,26.28,73.02,13379.284732911266,1.0,13379.2847,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22225571,-66.03704834,Pacific Asia,Jodhpur,India,South Asia,Rajastán,PENDING_PAYMENT,Rock music,260.6499939,Standard Class,2017-11-28,17:04:00,2017-11-30,17:04:00,2,On time,21.88,70.03,13478.33673108017,1.0,13478.3367,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.26157761,-66.37051392,Pacific Asia,Aligarh,India,South Asia,Uttar Pradesh,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,2015-12-27,08:15:00,2015-12-29,08:15:00,2,On time,27.88,78.08,13614.767138486211,1.0,13614.7671,4,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.28518677,-66.37059021,Pacific Asia,Jamnagar,India,South Asia,Guyarat,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2015-12-21,00:33:00,2015-12-25,00:33:00,4,Delayed,22.47,70.07,13461.123106633457,1.0,13461.1231,4,8
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26729584,-66.3705368,Pacific Asia,Bhatpara,India,South Asia,Bengala Occidental,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2015-11-25,06:53:00,2015-12-01,06:53:00,6,Delayed,22.87,88.41,14682.927959702722,1.0,14682.928,4,10
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.25411797,-66.37049866,Pacific Asia,Parbhani,India,South Asia,Maharashtra,PENDING_PAYMENT,Nike Men's Deutschland Weltmeister Winners Bl,30.0,Standard Class,2016-02-12,13:37:00,2016-02-14,13:37:00,2,On time,19.27,76.78,14219.484095950898,1.0,14219.4841,4,6
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.26667023,-66.37062073,Pacific Asia,Ajmer,India,South Asia,Rajastán,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2015-12-16,15:06:00,2015-12-19,15:06:00,3,On time,26.4499,74.6399,13500.650820834797,1.0,13500.6508,4,7
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.2555275,-66.3705368,Pacific Asia,Surat,India,South Asia,Guyarat,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,2016-03-05,02:01:00,2016-03-11,02:01:00,6,Delayed,21.1702,72.8311,13773.369368613472,1.0,13773.3694,4,10
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.28431702,-66.3705368,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Under Armour Men's Compression EV SL Slide,44.99000168,Standard Class,2016-02-07,04:41:00,2016-02-11,04:41:00,4,Delayed,12.8681,74.8425,14529.55307309785,1.0,14529.5531,4,8
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,19.88,75.32,14063.603215117815,1.0,14063.6032,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,24.7,84.35,14283.947507930146,1.0,14283.9475,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,27.894,77.369,13570.390304128294,1.0,13570.3903,4,7
5,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.21458244,-66.3706131,Pacific Asia,Mathura,India,South Asia,Uttar Pradesh,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2016-01-25,21:00:00,2016-01-30,21:00:00,5,Delayed,27.4924,77.6737,13625.039905986472,1.0,13625.0399,4,9
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.24534798,-66.37050629,Pacific Asia,Amravati,India,South Asia,Maharashtra,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2016-02-29,15:31:00,2016-03-02,15:31:00,2,On time,20.9258,77.7647,14163.805868863148,1.0,14163.8059,4,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.21209908,-66.37050629,Pacific Asia,Ujjain,India,South Asia,Madhya Pradesh,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2016-01-04,06:08:00,2016-01-08,06:08:00,4,Delayed,23.17,75.79,13845.98873199048,1.0,13845.9887,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.26749229,-66.37056732,Pacific Asia,Ranchi,India,South Asia,Jharkhand,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2016-01-17,10:30:00,2016-01-19,10:30:00,2,On time,23.36,85.33,14459.501046836252,1.0,14459.501,4,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.35911751,-66.07787323,Pacific Asia,Chandigarh,India,South Asia,Chandigarh,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2016-02-10,22:01:00,2016-02-14,22:01:00,4,Delayed,30.75,76.78,13263.894647094388,1.0,13263.8946,4,8
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,19.88,75.32,14063.603215117815,1.0,14063.6032,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,24.7,84.35,14283.947507930146,1.0,14283.9475,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,27.894,77.369,13570.390304128294,1.0,13570.3903,4,7
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.21209908,-66.37050629,Pacific Asia,Ujjain,India,South Asia,Madhya Pradesh,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,2016-01-04,06:08:00,2016-01-08,06:08:00,4,Delayed,23.17,75.79,13845.98873199048,1.0,13845.9887,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.28672028,-66.37050629,Pacific Asia,Durgapur,India,South Asia,Bengala Occidental,PENDING_PAYMENT,Glove It Women's Imperial Golf Glove,19.98999977,Standard Class,2016-01-17,09:27:00,2016-01-21,09:27:00,4,Delayed,23.55,87.32,14556.630265210311,1.0,14556.6303,4,8
2,4,Advance shipping,0,Manati,Puerto Rico,674.0,18.43013001,-66.48731232,Pacific Asia,Ludhiana,India,South Asia,Punyab,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,2016-01-07,00:00:00,2016-01-09,00:00:00,2,On time,30.91,75.85,13211.410632622858,1.0,13211.4106,4,6
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.2555275,-66.3705368,Pacific Asia,Surat,India,South Asia,Guyarat,PENDING_PAYMENT,Under Armour Kids' Mercenary Slide,27.98999977,Standard Class,2016-03-05,02:01:00,2016-03-11,02:01:00,6,Delayed,21.1702,72.8311,13773.369368613472,1.0,13773.3694,4,10
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.28672028,-66.37050629,Pacific Asia,Durgapur,India,South Asia,Bengala Occidental,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2016-01-17,09:27:00,2016-01-21,09:27:00,4,Delayed,23.55,87.32,14556.630265210311,1.0,14556.6303,4,8
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.2555275,-66.3705368,Pacific Asia,Surat,India,South Asia,Guyarat,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2016-03-05,02:01:00,2016-03-11,02:01:00,6,Delayed,21.1702,72.8311,13773.369368613472,1.0,13773.3694,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26729584,-66.3705368,Pacific Asia,Bhatpara,India,South Asia,Bengala Occidental,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2015-11-25,06:53:00,2015-12-01,06:53:00,6,Delayed,22.87,88.41,14682.927959702722,1.0,14682.928,4,10
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.25905418,-66.3705368,Pacific Asia,Bhatinda,India,South Asia,Punyab,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2015-11-01,21:17:00,2015-11-04,21:17:00,3,On time,30.23,74.9519,13217.605820723076,1.0,13217.6058,4,7
2,2,Shipping on time,0,Caguas,Puerto Rico,725.0,18.24692345,-66.37057495,Pacific Asia,Bareilly,India,South Asia,Uttar Pradesh,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Second Class,2015-10-24,23:45:00,2015-10-26,23:45:00,2,On time,28.364,79.415,13659.389811494995,0.8,10927.5118,3,5
4,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.22704887,-66.37060547,Pacific Asia,Varanasi,India,South Asia,Uttar Pradesh,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.980011,Second Class,2016-02-20,04:29:00,2016-02-24,04:29:00,4,Delayed,25.3189,83.0128,14148.246572611668,0.8,11318.5973,3,7
